Date,GMHF_Mean,Mkt_RF,SMB,HML,RF,MOM,RMW,CMA,PTFSBD,PTFSFX,PTFSCOM,PTFSIR,PTFSSTK,CS_factor,DGS10,DEF,DIV,GDP,INFLTN,MKT,RREL,TERM,UNEMP,VIX
201506,-0.0231,-1.53,2.83,-0.79,0,3.04,0.52,-1.49,0.06,-0.02,0.32,0.01,-0.02,2.83,2.35,0.94,41.74,0.19,237.68,-1.53,0.24,2.35,5.3,18.23
201507,0.0089,1.54,-4.14,-4.12,0,10.28,0.03,-2.57,-0.19,-0.18,0.1,-0.31,-0.27,2.94,2.2,1.05,42,0.23,238.05,1.54,0.25,2.29,5.2,12.12
201508,-0.0161,-6.04,0.48,2.68,0,-2.07,0.76,1.22,0.06,0.04,0.07,-0.21,0.67,3.15,2.21,1.15,42.25,0.25,238.03,-6.04,0.29,2.1,5.1,28.43
201509,-0.0004,-3.08,-2.64,0.52,0,5.32,1.81,-0.52,-0.11,-0.12,-0.18,-0.07,-0.09,3.29,2.06,1.27,42.51,0.11,237.51,-3.08,0.33,2.15,5,24.5
201510,-0.0008,7.75,-1.97,-0.08,0,-3.97,0.82,0.46,-0.17,-0.17,-0.2,-0.12,-0.1,3.19,2.16,1.39,42.8,-0.03,237.78,7.75,0.23,2.05,5,15.07
201511,0.0139,0.56,3.64,-0.52,0,2.28,-2.57,-1.13,-0.09,0.17,-0.04,0.07,-0.16,3.2,2.21,1.4,43.1,-0.27,238.02,0.56,0.33,2.14,5.1,16.13
201512,-0.0142,-2.17,-2.82,-2.58,0.01,3.44,0.3,0.08,-0.19,-0.1,-0.04,-0.15,-0.01,3.23,2.27,1.49,43.39,0.26,237.82,-2.17,0.4,2.01,5,18.21
201601,0.0102,-5.77,-3.36,2.1,0.01,1.37,2.61,3,0.25,0.05,-0.11,-0.08,0.01,3.48,1.94,1.45,43.55,0.36,237.83,-5.77,0.26,1.83,4.9,20.2
201602,0.0149,-0.07,0.78,-0.48,0.02,-4.09,3.29,2.1,0.09,0.2,0.07,-0.25,-0.06,3.55,1.74,1.38,43.72,0.06,237.47,-0.07,0.21,1.47,4.9,20.55
201603,-0.0095,6.96,0.87,1.12,0.02,-5.14,0.82,-0.06,-0.19,-0.14,-0.13,-0.42,-0.16,3.12,1.78,1.31,43.88,0.07,238.04,6.96,0.35,1.59,5,13.95
201604,-0.0008,0.92,0.68,3.26,0.01,-6.23,-2.88,1.96,-0.18,0.04,0.34,-0.17,-0.05,2.86,1.83,1.17,44.07,-0.25,238.83,0.92,0.31,1.58,5,15.7
201605,-0.0093,1.78,-0.26,-1.81,0.01,1.94,-1.03,-2.6,-0.07,-0.22,-0.15,-0.14,-0.14,2.84,1.84,1.03,44.27,-0.16,239.46,1.78,0.3,1.53,4.8,14.19
201606,0.0222,-0.05,0.65,-1.49,0.02,4.21,1.2,1.92,0.17,0.23,0.16,0.37,0.07,2.92,1.49,1.03,44.46,-0.09,240.17,-0.05,0.27,1.37,4.9,15.63
201607,0.0079,3.95,2.65,-1.13,0.02,-3.05,1.32,-1.27,-0.02,-0.16,0.16,-0.12,0.01,2.71,1.46,0.94,44.65,0.21,240.15,3.95,0.2,1.2,4.8,11.87
201608,-0.0147,0.5,1.15,3.31,0.02,-3.09,-1.32,-0.36,-0.1,-0.15,-0.07,-0.11,-0.12,2.61,1.58,0.92,44.84,0.02,240.6,0.5,0.25,1.26,4.9,13.42
201609,-0.0034,0.25,2.02,-1.48,0.02,-0.55,-2.45,-0.03,-0.05,-0.15,-0.22,0.02,-0.06,2.69,1.6,0.9,45.03,0.23,241.05,0.25,0.29,1.34,5,13.29
201610,-0.0123,-2.02,-4.37,4.18,0.02,0.65,1.13,0.2,0.06,0.08,0.03,-0.15,-0.15,2.61,1.84,0.87,45.25,0.16,241.69,-2.02,0.31,1.43,4.9,17.06
201611,-0.0031,4.86,5.49,8.27,0.01,-4.22,0,3.67,0.23,0.47,0.06,-0.22,-0.15,2.45,2.37,0.85,45.48,0.19,242.03,4.86,0.26,1.69,4.7,13.33
201612,0.009,1.82,0.07,3.6,0.03,-0.36,1.06,-0.26,-0.13,-0.09,-0.07,-0.13,0.03,2.28,2.45,0.77,45.7,0.13,242.77,1.82,0.33,1.98,4.7,14.04
201701,-0.0045,1.94,-1.02,-2.78,0.04,-0.97,-0.13,-0.99,-0.22,-0.16,-0.2,-0.19,-0.16,2.23,2.45,0.74,45.93,0.39,243.78,1.94,0.29,1.91,4.7,11.99
201702,0.008,3.57,-2,-1.8,0.04,-1.66,0.68,-1.75,-0.1,-0.32,-0.07,-0.27,0.08,2.19,2.36,0.69,46.15,0.39,243.96,3.57,0.27,1.89,4.7,12.92
201703,-0.0044,0.17,1.19,-3.18,0.03,-0.92,0.6,-1,-0.17,-0.16,-0.06,-0.14,-0.2,2.24,2.4,0.67,46.38,0.44,243.75,0.17,0.24,1.73,4.4,12.37
201704,0.0014,1.09,0.73,-1.9,0.05,0.53,1.95,-1.55,-0.05,-0.05,-0.11,-0.13,-0.21,2.28,2.29,0.7,46.66,-0.23,244.05,1.09,0.21,1.49,4.4,10.82
201705,0.0009,1.06,-2.55,-3.78,0.06,1.47,1.18,-1.84,-0.11,0.1,-0.09,-0.14,-0.06,2.23,2.21,0.7,46.94,0.36,243.96,1.06,0.2,1.4,4.4,10.41
201706,-0.0088,0.78,2.16,1.32,0.06,-0.25,-2,-0.06,-0.09,-0.06,0,0.1,-0.12,2.09,2.31,0.69,47.22,-0.13,244.18,0.78,0.19,1.19,4.3,11.18
201707,0.0064,1.87,-1.4,-0.28,0.07,1.63,-0.72,-0.15,-0.15,0.12,-0.05,-0.26,-0.27,2.06,2.3,0.69,47.54,0.23,244.39,1.87,0.12,1.23,4.3,10.26
201708,0.0079,0.16,-1.69,-2.24,0.09,3.57,0.24,-2.44,-0.02,-0.2,0.06,-0.24,-0.3,2.14,2.12,0.68,47.85,0.13,245.3,0.16,0.19,1.18,4.4,10.59
201709,-0.0087,2.51,4.54,3.03,0.09,-1.2,-1.18,1.64,-0.12,0.03,-0.14,0.03,-0.18,2,2.33,0.67,48.17,0.09,246.42,2.51,0.22,1.16,4.2,9.51
201710,0.0197,2.25,-1.94,-0.06,0.09,4.3,1.04,-3.34,-0.16,-0.02,-0.06,-0.15,0.02,1.91,2.38,0.72,48.42,0.21,246.59,2.25,0.29,1.27,4.1,10.18
201711,-0.0019,3.12,-0.66,-0.05,0.08,-0.75,3.14,0,-0.08,-0.27,-0.12,-0.23,0.07,1.88,2.42,0.7,48.68,0.05,247.33,3.12,0.28,1.1,4.2,11.28
201712,0.0062,1.06,-1.26,0.14,0.09,-1.6,0.61,1.65,-0.11,-0.12,0.01,-0.07,-0.02,1.77,2.4,0.71,48.93,0.16,247.9,1.06,0.33,1.06,4.1,11.04
201801,0.0275,5.58,-3.03,-1.37,0.11,3.93,-0.52,-0.89,0.21,0.51,0,-0.12,0.2,1.56,2.72,0.71,49.29,0.63,248.88,5.58,0.34,1.15,4.1,13.54
201802,-0.037,-3.65,0.28,-1.19,0.11,3.98,0.5,-2.25,-0.09,-0.08,0.04,0.5,0.2,1.68,2.87,0.69,49.64,0.15,249.37,-3.65,0.33,1.27,4.1,19.85
201803,-0.0055,-2.35,3.93,-0.11,0.12,-1.26,-0.51,0,-0.01,-0.11,-0.09,0.08,-0.01,1.85,2.74,0.77,50,0.3,249.5,-2.35,0.3,1.12,4,19.97
201804,0.0024,0.29,1.1,0.53,0.14,0.27,-2.12,1.18,-0.22,0.14,-0.03,-0.24,-0.12,1.79,2.95,0.82,50.33,-0.06,249.96,0.29,0.32,1.08,3.9,15.93
201805,-0.0023,2.65,5.24,-3.16,0.14,3.76,-1.96,-1.39,0.27,0.29,-0.15,-0.07,-0.07,1.89,2.83,0.83,50.66,0.05,250.65,2.65,0.34,1.08,3.8,15.43
201806,-0.002,0.48,1.17,-2.39,0.14,-2.43,0.75,0.33,-0.14,-0.09,0.31,-0.1,0,1.99,2.85,0.87,50.99,0.21,251.13,0.48,0.35,0.98,4,16.09
201807,-0.0019,3.19,-2.15,0.39,0.16,-1.61,1.6,0.54,-0.2,-0.18,-0.04,-0.18,-0.16,1.83,2.96,0.92,51.44,0.15,251.6,3.19,0.35,0.89,3.9,17.98
201808,0.0047,3.44,1.23,-4.12,0.16,5.3,-0.35,-2.6,0.04,0.12,0.01,-0.09,0,1.92,2.86,0.89,51.89,0.25,251.88,3.44,0.33,0.82,3.8,17.96
201809,-0.0033,0.06,-2.37,-1.34,0.15,-0.09,0.63,1.19,-0.06,-0.03,-0.05,-0.17,-0.14,1.84,3.05,0.9,52.34,0,252.01,0.06,0.34,0.84,3.7,17.95
201810,-0.0194,-7.68,-4.68,3.41,0.19,-1.82,0.74,3.49,-0.03,0.07,-0.05,0,0.45,2.03,3.15,0.93,52.81,0.32,252.79,-7.68,0.31,0.86,3.8,17.94
201811,-0.0056,1.69,-0.74,0.19,0.18,-1.4,-0.64,0.37,-0.16,-0.16,0.07,-0.16,-0.09,2.27,3.01,1,53.28,0.2,252.76,1.69,0.27,0.74,3.7,17.93
201812,0.0024,-9.55,-2.6,-1.51,0.19,1.73,-0.22,0.14,0.26,-0.02,-0.03,0.01,0.19,2.45,2.69,1.11,53.75,0.99,252.72,-9.55,0.2,0.42,3.9,17.92
